Date,garch_vol
2015-01-02,0.6438959400621588
2015-01-05,0.6310613092806754
2015-01-06,0.6694068533543148
2015-01-07,0.671585587257451
2015-01-08,0.6661335065882912
2015-01-09,0.6582575859043163
2015-01-12,0.6466137787885456
2015-01-13,0.6508724973923722
2015-01-14,0.6475035806968543
2015-01-15,0.6807648710013365
2015-01-16,0.6805740843560169
2015-01-19,0.6823477998904276
2015-01-20,0.6712283298027449
2015-01-21,0.6592161154897551
2015-01-22,0.6457229677967454
2015-01-23,0.6385330328773732
2015-01-27,0.6297944905020051
2015-01-28,0.6185120902822582
2015-01-29,0.6062048792708677
2015-01-30,0.6071302054192577
2015-02-02,0.6104636477056312
2015-02-03,0.7097440198103783
2015-02-04,0.7024571844105696
2015-02-05,0.7084584922889271
2015-02-06,0.6962319022993384
2015-02-09,0.6938626058044634
2015-02-10,0.7412321027460032
2015-02-11,0.726022937975245
2015-02-12,0.7153115226365732
2015-02-13,0.714650707980057
2015-02-16,0.6998068350577556
2015-02-18,0.7087332433737678
2015-02-19,0.6974780083468822
2015-02-20,0.6913922039285498
2015-02-23,0.6773913272630732
2015-02-24,0.6640855300723885
2015-02-25,0.654195802780808
2015-02-26,0.6537324260939098
2015-02-27,0.6490018878854253
2015-03-02,0.6619851216072752
2015-03-03,0.6496492124652765
2015-03-04,0.6439481181657878
2015-03-05,0.6622704356382673
2015-03-09,0.6713586793703082
2015-03-10,0.7055157207461469
2015-03-11,0.6936203050057586
2015-03-12,0.7369221035645204
2015-03-13,0.7285758598573491
2015-03-16,0.7151992235933867
2015-03-17,0.7402544308925114
2015-03-18,0.77410726676304
2015-03-19,0.7585686833304676
2015-03-20,0.7517394020572465
2015-03-23,0.7440995599307307
2015-03-24,0.7435151997985225
2015-03-25,0.7326614392452193
2015-03-26,0.720071844736424
2015-03-27,0.7065282503888816
2015-03-30,0.7283067357395107
2015-03-31,0.7571216900169412
2015-04-01,0.7410977199660288
2015-04-06,0.7271070675678114
2015-04-07,0.7427393500950523
2015-04-08,0.738416912129201
2015-04-09,0.7227373059008448
2015-04-10,0.7099091630991468
2015-04-13,0.6965792656602644
2015-04-15,0.6941934345027447
2015-04-16,0.6834389334590565
2015-04-17,0.6765746168405689
2015-04-20,0.6625815291068858
2015-04-21,0.6509608352243735
2015-04-22,0.687730486925708
2015-04-23,0.6741476431250976
2015-04-24,0.7114612494284778
2015-04-27,0.7279384436473475
2015-04-28,0.7131189262628661
2015-04-29,0.698653219557712
2015-04-30,0.6842453872201563
2015-05-04,0.6719832595837848
2015-05-05,0.6899643721218786
2015-05-06,0.675874156338886
2015-05-07,0.6719991563517366
2015-05-08,0.679021451864271
2015-05-11,0.7076673921716
2015-05-12,0.6929302192006521
2015-05-13,0.6898918748471249
2015-05-14,0.7383666269233585
2015-05-15,0.7280853913075653
2015-05-18,0.7127692831957493
2015-05-19,0.7055019013576738
2015-05-20,0.6910923883204122
2015-05-21,0.6794318948190634
2015-05-22,0.7330175209827894
2015-05-25,0.7237093267937157
2015-05-26,0.7088759951405252
2015-05-27,0.6943615890186581
2015-05-28,0.6808424362865247
2015-05-29,0.6681271290900479
2015-06-01,0.6780076190258458
2015-06-02,0.6669695895801923
2015-06-03,0.66620571381059
2015-06-04,0.6528657578322067
2015-06-05,0.6468131811517479
2015-06-08,0.6424104521611709
2015-06-09,0.6307873197621274
2015-06-10,0.6206159405080236
2015-06-11,0.6083148199195083
2015-06-12,0.5993039313293675
2015-06-15,0.5967684891973768
2015-06-16,0.5960807951563337
2015-06-17,0.5892423652229738
2015-06-18,0.5778876063026744
2015-06-19,0.5744863267850723
2015-06-22,0.5638411713710543
2015-06-23,0.5575330099613457
2015-06-24,0.5473218549543707
2015-06-25,0.5436241899530586
2015-06-26,0.5376969297205347
2015-06-29,0.5279819620516724
2015-06-30,0.5457493102939261
2015-07-01,0.5644995323245878
2015-07-02,0.5541683244801612
2015-07-03,0.5469741786497498
2015-07-06,0.5374790770965893
2015-07-07,0.5293326893201223
2015-07-08,0.5261991018681833
2015-07-09,0.5174246854749015
2015-07-10,0.5296446466906383
2015-07-13,0.5205395514895413
2015-07-14,0.5133012715600409
2015-07-15,0.5066968319881757
2015-07-16,0.5012937670255913
2015-07-17,0.49519407415034256
2015-07-20,0.48733353142618646
2015-07-21,0.4933303948464894
2015-07-22,0.4904954091876049
2015-07-23,0.49442847614590846
2015-07-24,0.4942587482196146
2015-07-27,0.49828386945275277
2015-07-28,0.48987637227929404
2015-07-29,0.4879790342764802
2015-07-30,0.4806760500410243
2015-07-31,0.47561332371877524
2015-08-03,0.4698663864564594
2015-08-04,0.46218809477973977
2015-08-05,0.45664961867275916
2015-08-06,0.472873620470972
2015-08-07,0.46706726251748215
2015-08-10,0.46011889048454857
2015-08-11,0.45853498114114427
2015-08-12,0.4511878092095331
2015-08-13,0.6005078274856932
2015-08-14,0.5887392546371051
2015-08-17,0.5797039652003172
2015-08-18,0.6308833185299382
2015-08-19,0.6434241477793934
2015-08-20,0.6376885137344478
2015-08-21,0.6291484607579102
2015-08-24,0.6285278048980294
2015-08-25,0.631044010883926
2015-08-26,0.6190467135742489
2015-08-27,0.6079142766947732
2015-08-28,0.6174853716046059
2015-08-31,0.6052611562407181
2015-09-01,0.593760078282623
2015-09-02,0.5850146472573925
2015-09-03,0.5886660875311548
2015-09-04,0.5777125543081733
2015-09-07,0.5667069326576993
2015-09-08,0.5562541858647035
2015-09-09,0.5662543471666995
2015-09-10,0.569370376257957
2015-09-11,0.570814382754053
2015-09-14,0.5682991394248335
2015-09-15,0.5576529518614189
2015-09-16,0.554880532382905
2015-09-18,0.5448246580589879
2015-09-21,0.5355279238648111
2015-09-22,0.5435995093371954
2015-09-23,0.5530286634730397
2015-09-24,0.5433500599825112
2015-09-28,0.5335292718058854
2015-09-29,0.5263935718005275
2015-09-30,0.5169118043265415
2015-10-01,0.5100920842341186
2015-10-05,0.50117154388472
2015-10-06,0.49489945329575186
2015-10-07,0.4864512555993917
2015-10-08,0.5179958641081612
2015-10-09,0.510446168163259
2015-10-12,0.5086972027486975
2015-10-13,0.5554174818686306
2015-10-14,0.545916937263262
2015-10-15,0.5403174690828312
2015-10-16,0.5518228355471848
2015-10-19,0.542559112434064
2015-10-20,0.533050006718082
2015-10-21,0.5233401262806492
2015-10-23,0.5138964137479746
2015-10-26,0.5070918173848372
2015-10-27,0.5000871174232847
2015-10-28,0.49145483350534686
2015-10-29,0.4832242106548121
2015-10-30,0.4802757275387739
2015-11-02,0.47559344200881376
2015-11-03,0.46877957527592695
2015-11-04,0.4771668438120483
2015-11-05,0.46962942958889003
2015-11-06,0.4776219171605062
2015-11-09,0.4757160546876878
2015-11-10,0.474674083714244
2015-11-13,0.46790697248161855
2015-11-16,0.4900757500861633
2015-11-17,0.4837927195101654
